# Segment tree (bottom-up target delays, SS corner)
# node_delay = cumulative arrival from root at logical node
# fanout==1 FF merged with parent as one logical node
logical_id	name	kind	level	parent	repr_nodes	seg_in_edge_delay	seg_node_delay
17852	BUF_9344	BUF	9	17849	17852	0.063000	0.381000
17853	FF_16471	FF	10	17852	17853	0.000000	0.381000
17854	FF_16472	FF	10	17852	17854	0.000000	0.381000
17855	FF_16473	FF	10	17852	17855	0.000000	0.381000
17856	BUF_9345	BUF	9	17849	17856	0.063000	0.381000
17857	FF_16474	FF	10	17856	17857	0.000000	0.381000
17858	FF_16475	FF	10	17856	17858	0.000000	0.381000
17859	FF_16476	FF	10	17856	17859	0.000000	0.381000
17860	FF_16477	FF	10	17856	17860	0.000000	0.381000
17861	BUF_9346	BUF	9	17849	17861	0.063000	0.381000
17862	FF_16478	FF	10	17861	17862	0.000000	0.381000
17863	FF_16479	FF	10	17861	17863	0.000000	0.381000
17864	BUF_9347	BUF	9	17849	17864	0.063000	0.381000
17865	FF_16480	FF	10	17864	17865	0.000000	0.381000
17866	FF_16481	FF	10	17864	17866	0.000000	0.381000
17867	FF_16482	FF	10	17864	17867	0.000000	0.381000
17868	FF_16483	FF	10	17864	17868	0.000000	0.381000
17869	FF_1085	FF	8	17848	17869	0.000000	0.307000
17870	BUF_1085	BUF	7	17847	17870	0.020000	0.307000
17871	BUF_3191	BUF	8	17870	17871	0.005000	0.312000
17872	BUF_9348	BUF	9	17871	17872	0.063000	0.375000
17873	FF_16484	FF	10	17872	17873	0.000000	0.375000
17874	FF_16485	FF	10	17872	17874	0.000000	0.375000
17875	BUF_9349	BUF	9	17871	17875	0.063000	0.375000
17876	FF_16486	FF	10	17875	17876	0.000000	0.375000
17877	FF_16487	FF	10	17875	17877	0.000000	0.375000
17878	FF_3256	FF	9	17871	17878	0.000000	0.312000
17879	FF_3257	FF	9	17871	17879	0.000000	0.312000
17880	FF_3258	FF	9	17871	17880	0.000000	0.312000
17881	BUF_1086	BUF	7	17847	17881	0.020000	0.307000
17882	BUF_3192	BUF	8	17881	17882	0.005000	0.312000
17883	BUF_9350	BUF	9	17882	17883	0.039000	0.351000
17884	FF_16488	FF	10	17883	17884	0.000000	0.351000
17885	FF_16489	FF	10	17883	17885	0.000000	0.351000
17886	FF_16490	FF	10	17883	17886	0.000000	0.351000
17887	FF_16491	FF	10	17883	17887	0.000000	0.351000
17888	BUF_9351	BUF	9	17882	17888	0.039000	0.351000
17889	FF_16492	FF	10	17888	17889	0.000000	0.351000
17890	FF_16493	FF	10	17888	17890	0.000000	0.351000
17891	FF_16494	FF	10	17888	17891	0.000000	0.351000
17892	BUF_9352	BUF	9	17882	17892	0.039000	0.351000
17893	FF_16495	FF	10	17892	17893	0.000000	0.351000
17894	FF_16496	FF	10	17892	17894	0.000000	0.351000
17895	FF_16497	FF	10	17892	17895	0.000000	0.351000
17896	FF_3259	FF	9	17882	17896	0.000000	0.312000
17897	BUF_374	BUF	6	17846	17897	0.063000	0.287000
17898	BUF_1087	BUF	7	17897	17898	0.063000	0.350000
17899	BUF_3193	BUF	8	17898	17899	0.063000	0.413000
17900	BUF_9353	BUF	9	17899	17900	0.039000	0.452000
17901	FF_16498	FF	10	17900	17901	0.000000	0.452000
17902	FF_16499	FF	10	17900	17902	0.000000	0.452000
17903	FF_16500	FF	10	17900	17903	0.000000	0.452000
17904	FF_16501	FF	10	17900	17904	0.000000	0.452000
17905	FF_16502	FF	10	17900	17905	0.000000	0.452000
17906	FF_3260	FF	9	17899	17906	0.000000	0.413000
17907	FF_3261	FF	9	17899	17907	0.000000	0.413000
17908	FF_3262	FF	9	17899	17908	0.000000	0.413000
17909	BUF_3194	BUF	8	17898	17909	0.063000	0.413000
17910	BUF_9354	BUF	9	17909	17910	0.063000	0.476000
17911	FF_16503	FF	10	17910	17911	0.000000	0.476000
17912	FF_16504	FF	10	17910	17912	0.000000	0.476000
17913	FF_16505	FF	10	17910	17913	0.000000	0.476000
17914	FF_16506	FF	10	17910	17914	0.000000	0.476000
17915	FF_16507	FF	10	17910	17915	0.000000	0.476000
17916	BUF_9355	BUF	9	17909	17916	0.063000	0.476000
17917	FF_16508	FF	10	17916	17917	0.000000	0.476000
17918	FF_16509	FF	10	17916	17918	0.000000	0.476000
17919	FF_16510	FF	10	17916	17919	0.000000	0.476000
17920	FF_16511	FF	10	17916	17920	0.000000	0.476000
17921	FF_16512	FF	10	17916	17921	0.000000	0.476000
17922	BUF_9356+FF_16513	BUF+FF	9	17909	17922+17923	0.063000	0.476000
17924	BUF_9357	BUF	9	17909	17924	0.063000	0.476000
17925	FF_16514	FF	10	17924	17925	0.000000	0.476000
17926	FF_16515	FF	10	17924	17926	0.000000	0.476000
17927	BUF_9358	BUF	9	17909	17927	0.063000	0.476000
17928	FF_16516	FF	10	17927	17928	0.000000	0.476000
17929	FF_16517	FF	10	17927	17929	0.000000	0.476000
17930	FF_16518	FF	10	17927	17930	0.000000	0.476000
17931	FF_16519	FF	10	17927	17931	0.000000	0.476000
17932	FF_16520	FF	10	17927	17932	0.000000	0.476000
17933	BUF_3195	BUF	8	17898	17933	0.063000	0.413000
17934	BUF_9359	BUF	9	17933	17934	0.063000	0.476000
17935	FF_16521	FF	10	17934	17935	0.000000	0.476000
17936	FF_16522	FF	10	17934	17936	0.000000	0.476000
17937	FF_16523	FF	10	17934	17937	0.000000	0.476000
17938	FF_16524	FF	10	17934	17938	0.000000	0.476000
17939	FF_16525	FF	10	17934	17939	0.000000	0.476000
17940	BUF_9360	BUF	9	17933	17940	0.063000	0.476000
17941	FF_16526	FF	10	17940	17941	0.000000	0.476000
17942	FF_16527	FF	10	17940	17942	0.000000	0.476000
17943	FF_16528	FF	10	17940	17943	0.000000	0.476000
17944	FF_16529	FF	10	17940	17944	0.000000	0.476000
17945	FF_16530	FF	10	17940	17945	0.000000	0.476000
17946	BUF_9361	BUF	9	17933	17946	0.063000	0.476000
17947	FF_16531	FF	10	17946	17947	0.000000	0.476000
17948	FF_16532	FF	10	17946	17948	0.000000	0.476000
17949	FF_16533	FF	10	17946	17949	0.000000	0.476000
17950	FF_16534	FF	10	17946	17950	0.000000	0.476000
17951	FF_16535	FF	10	17946	17951	0.000000	0.476000
17952	BUF_9362+FF_16536	BUF+FF	9	17933	17952+17953	0.063000	0.476000
17954	BUF_9363	BUF	9	17933	17954	0.063000	0.476000
17955	FF_16537	FF	10	17954	17955	0.000000	0.476000
17956	FF_16538	FF	10	17954	17956	0.000000	0.476000
17957	FF_16539	FF	10	17954	17957	0.000000	0.476000
17958	BUF_3196	BUF	8	17898	17958	0.063000	0.413000
17959	BUF_9364	BUF	9	17958	17959	0.063000	0.476000
17960	FF_16540	FF	10	17959	17960	0.000000	0.476000
17961	FF_16541	FF	10	17959	17961	0.000000	0.476000
17962	FF_16542	FF	10	17959	17962	0.000000	0.476000
17963	FF_16543	FF	10	17959	17963	0.000000	0.476000
17964	FF_16544	FF	10	17959	17964	0.000000	0.476000
17965	BUF_9365	BUF	9	17958	17965	0.063000	0.476000
17966	FF_16545	FF	10	17965	17966	0.000000	0.476000
17967	FF_16546	FF	10	17965	17967	0.000000	0.476000
17968	BUF_9366	BUF	9	17958	17968	0.063000	0.476000
17969	FF_16547	FF	10	17968	17969	0.000000	0.476000
17970	FF_16548	FF	10	17968	17970	0.000000	0.476000
17971	FF_16549	FF	10	17968	17971	0.000000	0.476000
17972	FF_16550	FF	10	17968	17972	0.000000	0.476000
17973	FF_16551	FF	10	17968	17973	0.000000	0.476000
17974	BUF_9367	BUF	9	17958	17974	0.063000	0.476000
17975	FF_16552	FF	10	17974	17975	0.000000	0.476000
17976	FF_16553	FF	10	17974	17976	0.000000	0.476000
17977	BUF_9368	BUF	9	17958	17977	0.063000	0.476000
17978	FF_16554	FF	10	17977	17978	0.000000	0.476000
17979	FF_16555	FF	10	17977	17979	0.000000	0.476000
17980	FF_16556	FF	10	17977	17980	0.000000	0.476000
17981	FF_16557	FF	10	17977	17981	0.000000	0.476000
17982	BUF_3197	BUF	8	17898	17982	0.063000	0.413000
17983	BUF_9369+FF_16558	BUF+FF	9	17982	17983+17984	0.005000	0.418000
17985	BUF_1088	BUF	7	17897	17985	0.063000	0.350000
17986	BUF_3198	BUF	8	17985	17986	0.039000	0.389000
17987	BUF_9370	BUF	9	17986	17987	0.039000	0.428000
17988	FF_16559	FF	10	17987	17988	0.000000	0.428000
17989	FF_16560	FF	10	17987	17989	0.000000	0.428000
17990	FF_16561	FF	10	17987	17990	0.000000	0.428000
17991	FF_16562	FF	10	17987	17991	0.000000	0.428000
17992	BUF_9371	BUF	9	17986	17992	0.039000	0.428000
17993	FF_16563	FF	10	17992	17993	0.000000	0.428000
17994	FF_16564	FF	10	17992	17994	0.000000	0.428000
17995	FF_16565	FF	10	17992	17995	0.000000	0.428000
17996	FF_16566	FF	10	17992	17996	0.000000	0.428000
17997	FF_16567	FF	10	17992	17997	0.000000	0.428000
17998	BUF_9372	BUF	9	17986	17998	0.039000	0.428000
17999	FF_16568	FF	10	17998	17999	0.000000	0.428000
18000	FF_16569	FF	10	17998	18000	0.000000	0.428000
18001	FF_16570	FF	10	17998	18001	0.000000	0.428000
18002	BUF_9373+FF_16571	BUF+FF	9	17986	18002+18003	0.039000	0.428000
18004	BUF_3199	BUF	8	17985	18004	0.039000	0.389000
18005	BUF_9374	BUF	9	18004	18005	0.020000	0.409000
18006	FF_16572	FF	10	18005	18006	0.000000	0.409000
18007	FF_16573	FF	10	18005	18007	0.000000	0.409000
18008	BUF_9375	BUF	9	18004	18008	0.020000	0.409000
18009	FF_16574	FF	10	18008	18009	0.000000	0.409000
18010	FF_16575	FF	10	18008	18010	0.000000	0.409000
18011	FF_16576	FF	10	18008	18011	0.000000	0.409000
18012	BUF_9376	BUF	9	18004	18012	0.020000	0.409000
18013	FF_16577	FF	10	18012	18013	0.000000	0.409000
18014	FF_16578	FF	10	18012	18014	0.000000	0.409000
18015	FF_16579	FF	10	18012	18015	0.000000	0.409000
18016	FF_1086	FF	8	17985	18016	0.000000	0.350000
18017	FF_1087	FF	8	17985	18017	0.000000	0.350000
18018	BUF_1089	BUF	7	17897	18018	0.063000	0.350000
18019	BUF_3200	BUF	8	18018	18019	0.063000	0.413000
18020	BUF_9377+FF_16580	BUF+FF	9	18019	18020+18021	0.039000	0.452000
18022	FF_3263	FF	9	18019	18022	0.000000	0.413000
18023	FF_3264	FF	9	18019	18023	0.000000	0.413000
18024	FF_3265	FF	9	18019	18024	0.000000	0.413000
18025	BUF_3201	BUF	8	18018	18025	0.063000	0.413000
18026	BUF_9378	BUF	9	18025	18026	0.063000	0.476000
18027	FF_16581	FF	10	18026	18027	0.000000	0.476000
18028	FF_16582	FF	10	18026	18028	0.000000	0.476000
18029	FF_16583	FF	10	18026	18029	0.000000	0.476000
18030	BUF_9379	BUF	9	18025	18030	0.063000	0.476000
18031	FF_16584	FF	10	18030	18031	0.000000	0.476000
18032	FF_16585	FF	10	18030	18032	0.000000	0.476000
18033	FF_16586	FF	10	18030	18033	0.000000	0.476000
18034	BUF_9380	BUF	9	18025	18034	0.063000	0.476000
18035	FF_16587	FF	10	18034	18035	0.000000	0.476000
18036	FF_16588	FF	10	18034	18036	0.000000	0.476000
18037	FF_16589	FF	10	18034	18037	0.000000	0.476000
18038	FF_16590	FF	10	18034	18038	0.000000	0.476000
18039	FF_16591	FF	10	18034	18039	0.000000	0.476000
18040	FF_3266	FF	9	18025	18040	0.000000	0.413000
18041	FF_3267	FF	9	18025	18041	0.000000	0.413000
18042	BUF_3202	BUF	8	18018	18042	0.063000	0.413000
18043	BUF_9381	BUF	9	18042	18043	0.063000	0.476000
18044	FF_16592	FF	10	18043	18044	0.000000	0.476000
18045	FF_16593	FF	10	18043	18045	0.000000	0.476000
18046	FF_16594	FF	10	18043	18046	0.000000	0.476000
18047	FF_16595	FF	10	18043	18047	0.000000	0.476000
18048	BUF_9382+FF_16596	BUF+FF	9	18042	18048+18049	0.063000	0.476000
18050	BUF_9383	BUF	9	18042	18050	0.063000	0.476000
18051	FF_16597	FF	10	18050	18051	0.000000	0.476000
18052	FF_16598	FF	10	18050	18052	0.000000	0.476000
18053	BUF_9384	BUF	9	18042	18053	0.063000	0.476000
18054	FF_16599	FF	10	18053	18054	0.000000	0.476000
18055	FF_16600	FF	10	18053	18055	0.000000	0.476000
18056	FF_16601	FF	10	18053	18056	0.000000	0.476000
18057	FF_16602	FF	10	18053	18057	0.000000	0.476000
18058	BUF_9385	BUF	9	18042	18058	0.063000	0.476000
18059	FF_16603	FF	10	18058	18059	0.000000	0.476000
18060	FF_16604	FF	10	18058	18060	0.000000	0.476000
18061	FF_16605	FF	10	18058	18061	0.000000	0.476000
18062	BUF_3203	BUF	8	18018	18062	0.063000	0.413000
18063	BUF_9386	BUF	9	18062	18063	0.063000	0.476000
18064	FF_16606	FF	10	18063	18064	0.000000	0.476000
18065	FF_16607	FF	10	18063	18065	0.000000	0.476000
18066	FF_16608	FF	10	18063	18066	0.000000	0.476000
18067	FF_16609	FF	10	18063	18067	0.000000	0.476000
18068	FF_16610	FF	10	18063	18068	0.000000	0.476000
18069	BUF_9387	BUF	9	18062	18069	0.063000	0.476000
18070	FF_16611	FF	10	18069	18070	0.000000	0.476000
18071	FF_16612	FF	10	18069	18071	0.000000	0.476000
18072	FF_16613	FF	10	18069	18072	0.000000	0.476000
18073	FF_16614	FF	10	18069	18073	0.000000	0.476000
18074	FF_16615	FF	10	18069	18074	0.000000	0.476000
18075	BUF_9388+FF_16616	BUF+FF	9	18062	18075+18076	0.063000	0.476000
18077	BUF_9389	BUF	9	18062	18077	0.063000	0.476000
18078	FF_16617	FF	10	18077	18078	0.000000	0.476000
18079	FF_16618	FF	10	18077	18079	0.000000	0.476000
18080	BUF_9390+FF_16619	BUF+FF	9	18062	18080+18081	0.063000	0.476000
18082	BUF_3204	BUF	8	18018	18082	0.063000	0.413000
18083	BUF_9391	BUF	9	18082	18083	0.005000	0.418000
18084	FF_16620	FF	10	18083	18084	0.000000	0.418000
18085	FF_16621	FF	10	18083	18085	0.000000	0.418000
18086	BUF_1090	BUF	7	17897	18086	0.063000	0.350000
18087	BUF_3205	BUF	8	18086	18087	0.063000	0.413000
18088	BUF_9392	BUF	9	18087	18088	0.020000	0.433000
18089	FF_16622	FF	10	18088	18089	0.000000	0.433000
18090	FF_16623	FF	10	18088	18090	0.000000	0.433000
18091	FF_16624	FF	10	18088	18091	0.000000	0.433000
18092	FF_16625	FF	10	18088	18092	0.000000	0.433000
18093	FF_3268	FF	9	18087	18093	0.000000	0.413000
18094	FF_3269	FF	9	18087	18094	0.000000	0.413000
18095	FF_1088	FF	8	18086	18095	0.000000	0.350000
18096	FF_1089	FF	8	18086	18096	0.000000	0.350000
18097	FF_1090	FF	8	18086	18097	0.000000	0.350000
18098	FF_1091	FF	8	18086	18098	0.000000	0.350000
18099	FF_360	FF	7	17897	18099	0.000000	0.287000
18100	BUF_375	BUF	6	17846	18100	0.063000	0.287000
18101	BUF_1091	BUF	7	18100	18101	0.063000	0.350000
18102	BUF_3206	BUF	8	18101	18102	0.039000	0.389000
18103	BUF_9393	BUF	9	18102	18103	0.039000	0.428000
18104	FF_16626	FF	10	18103	18104	0.000000	0.428000
18105	FF_16627	FF	10	18103	18105	0.000000	0.428000
18106	FF_16628	FF	10	18103	18106	0.000000	0.428000
18107	FF_16629	FF	10	18103	18107	0.000000	0.428000
18108	FF_16630	FF	10	18103	18108	0.000000	0.428000
18109	BUF_9394	BUF	9	18102	18109	0.039000	0.428000
18110	FF_16631	FF	10	18109	18110	0.000000	0.428000
18111	FF_16632	FF	10	18109	18111	0.000000	0.428000
18112	BUF_9395	BUF	9	18102	18112	0.039000	0.428000
18113	FF_16633	FF	10	18112	18113	0.000000	0.428000
18114	FF_16634	FF	10	18112	18114	0.000000	0.428000
18115	FF_16635	FF	10	18112	18115	0.000000	0.428000
18116	FF_16636	FF	10	18112	18116	0.000000	0.428000
18117	BUF_9396	BUF	9	18102	18117	0.039000	0.428000
18118	FF_16637	FF	10	18117	18118	0.000000	0.428000
18119	FF_16638	FF	10	18117	18119	0.000000	0.428000
18120	FF_16639	FF	10	18117	18120	0.000000	0.428000
18121	FF_16640	FF	10	18117	18121	0.000000	0.428000
18122	FF_16641	FF	10	18117	18122	0.000000	0.428000
18123	FF_1092	FF	8	18101	18123	0.000000	0.350000
18124	FF_1093	FF	8	18101	18124	0.000000	0.350000
18125	FF_1094	FF	8	18101	18125	0.000000	0.350000
18126	BUF_1092	BUF	7	18100	18126	0.063000	0.350000
18127	BUF_3207	BUF	8	18126	18127	0.063000	0.413000
18128	BUF_9397	BUF	9	18127	18128	0.020000	0.433000
18129	FF_16642	FF	10	18128	18129	0.000000	0.433000
18130	FF_16643	FF	10	18128	18130	0.000000	0.433000
18131	FF_16644	FF	10	18128	18131	0.000000	0.433000
18132	BUF_9398	BUF	9	18127	18132	0.020000	0.433000
18133	FF_16645	FF	10	18132	18133	0.000000	0.433000
18134	FF_16646	FF	10	18132	18134	0.000000	0.433000
18135	FF_16647	FF	10	18132	18135	0.000000	0.433000
18136	FF_16648	FF	10	18132	18136	0.000000	0.433000
18137	BUF_9399	BUF	9	18127	18137	0.020000	0.433000
18138	FF_16649	FF	10	18137	18138	0.000000	0.433000
18139	FF_16650	FF	10	18137	18139	0.000000	0.433000
18140	FF_16651	FF	10	18137	18140	0.000000	0.433000
18141	BUF_3208	BUF	8	18126	18141	0.063000	0.413000
18142	BUF_9400	BUF	9	18141	18142	0.063000	0.476000
18143	FF_16652	FF	10	18142	18143	0.000000	0.476000
18144	FF_16653	FF	10	18142	18144	0.000000	0.476000
18145	FF_16654	FF	10	18142	18145	0.000000	0.476000
18146	FF_16655	FF	10	18142	18146	0.000000	0.476000
18147	FF_16656	FF	10	18142	18147	0.000000	0.476000
18148	BUF_9401	BUF	9	18141	18148	0.063000	0.476000
18149	FF_16657	FF	10	18148	18149	0.000000	0.476000
18150	FF_16658	FF	10	18148	18150	0.000000	0.476000
18151	FF_16659	FF	10	18148	18151	0.000000	0.476000
18152	FF_16660	FF	10	18148	18152	0.000000	0.476000
18153	FF_16661	FF	10	18148	18153	0.000000	0.476000
18154	FF_3270	FF	9	18141	18154	0.000000	0.413000
18155	FF_3271	FF	9	18141	18155	0.000000	0.413000
18156	FF_3272	FF	9	18141	18156	0.000000	0.413000
18157	BUF_3209	BUF	8	18126	18157	0.063000	0.413000
18158	BUF_9402	BUF	9	18157	18158	0.063000	0.476000
18159	FF_16662	FF	10	18158	18159	0.000000	0.476000
18160	FF_16663	FF	10	18158	18160	0.000000	0.476000
18161	FF_16664	FF	10	18158	18161	0.000000	0.476000
18162	BUF_9403+FF_16665	BUF+FF	9	18157	18162+18163	0.063000	0.476000
18164	BUF_9404	BUF	9	18157	18164	0.063000	0.476000
18165	FF_16666	FF	10	18164	18165	0.000000	0.476000
18166	FF_16667	FF	10	18164	18166	0.000000	0.476000
18167	FF_16668	FF	10	18164	18167	0.000000	0.476000
18168	FF_16669	FF	10	18164	18168	0.000000	0.476000
18169	BUF_9405+FF_16670	BUF+FF	9	18157	18169+18170	0.063000	0.476000
18171	BUF_9406	BUF	9	18157	18171	0.063000	0.476000
18172	FF_16671	FF	10	18171	18172	0.000000	0.476000
18173	FF_16672	FF	10	18171	18173	0.000000	0.476000
18174	FF_16673	FF	10	18171	18174	0.000000	0.476000
18175	FF_16674	FF	10	18171	18175	0.000000	0.476000
18176	BUF_3210	BUF	8	18126	18176	0.063000	0.413000
18177	BUF_9407+FF_16675	BUF+FF	9	18176	18177+18178	0.039000	0.452000
18179	BUF_9408	BUF	9	18176	18179	0.039000	0.452000
18180	FF_16676	FF	10	18179	18180	0.000000	0.452000
18181	FF_16677	FF	10	18179	18181	0.000000	0.452000
18182	FF_16678	FF	10	18179	18182	0.000000	0.452000
18183	FF_16679	FF	10	18179	18183	0.000000	0.452000
18184	BUF_9409	BUF	9	18176	18184	0.039000	0.452000
18185	FF_16680	FF	10	18184	18185	0.000000	0.452000
18186	FF_16681	FF	10	18184	18186	0.000000	0.452000
18187	FF_16682	FF	10	18184	18187	0.000000	0.452000
18188	FF_16683	FF	10	18184	18188	0.000000	0.452000
18189	FF_16684	FF	10	18184	18189	0.000000	0.452000
18190	BUF_9410	BUF	9	18176	18190	0.039000	0.452000
18191	FF_16685	FF	10	18190	18191	0.000000	0.452000
18192	FF_16686	FF	10	18190	18192	0.000000	0.452000
18193	FF_16687	FF	10	18190	18193	0.000000	0.452000
18194	BUF_3211	BUF	8	18126	18194	0.063000	0.413000
18195	BUF_9411+FF_16688	BUF+FF	9	18194	18195+18196	0.063000	0.476000
18197	BUF_9412	BUF	9	18194	18197	0.063000	0.476000
18198	FF_16689	FF	10	18197	18198	0.000000	0.476000
18199	FF_16690	FF	10	18197	18199	0.000000	0.476000
18200	BUF_9413	BUF	9	18194	18200	0.063000	0.476000
18201	FF_16691	FF	10	18200	18201	0.000000	0.476000
18202	FF_16692	FF	10	18200	18202	0.000000	0.476000
18203	BUF_9414	BUF	9	18194	18203	0.063000	0.476000
18204	FF_16693	FF	10	18203	18204	0.000000	0.476000
18205	FF_16694	FF	10	18203	18205	0.000000	0.476000
18206	FF_3273	FF	9	18194	18206	0.000000	0.413000
18207	BUF_1093	BUF	7	18100	18207	0.063000	0.350000
18208	BUF_3212	BUF	8	18207	18208	0.063000	0.413000
18209	BUF_9415	BUF	9	18208	18209	0.063000	0.476000
18210	FF_16695	FF	10	18209	18210	0.000000	0.476000
18211	FF_16696	FF	10	18209	18211	0.000000	0.476000
18212	FF_16697	FF	10	18209	18212	0.000000	0.476000
18213	FF_16698	FF	10	18209	18213	0.000000	0.476000
18214	BUF_9416	BUF	9	18208	18214	0.063000	0.476000
18215	FF_16699	FF	10	18214	18215	0.000000	0.476000
18216	FF_16700	FF	10	18214	18216	0.000000	0.476000
18217	FF_16701	FF	10	18214	18217	0.000000	0.476000
18218	FF_16702	FF	10	18214	18218	0.000000	0.476000
18219	BUF_9417	BUF	9	18208	18219	0.063000	0.476000
18220	FF_16703	FF	10	18219	18220	0.000000	0.476000
18221	FF_16704	FF	10	18219	18221	0.000000	0.476000
18222	FF_16705	FF	10	18219	18222	0.000000	0.476000
18223	FF_16706	FF	10	18219	18223	0.000000	0.476000
18224	BUF_9418	BUF	9	18208	18224	0.063000	0.476000
18225	FF_16707	FF	10	18224	18225	0.000000	0.476000
18226	FF_16708	FF	10	18224	18226	0.000000	0.476000
18227	FF_3274	FF	9	18208	18227	0.000000	0.413000
18228	BUF_3213	BUF	8	18207	18228	0.063000	0.413000
18229	BUF_9419	BUF	9	18228	18229	0.039000	0.452000
18230	FF_16709	FF	10	18229	18230	0.000000	0.452000
18231	FF_16710	FF	10	18229	18231	0.000000	0.452000
18232	FF_16711	FF	10	18229	18232	0.000000	0.452000
18233	FF_16712	FF	10	18229	18233	0.000000	0.452000
18234	BUF_9420	BUF	9	18228	18234	0.039000	0.452000
18235	FF_16713	FF	10	18234	18235	0.000000	0.452000
18236	FF_16714	FF	10	18234	18236	0.000000	0.452000
18237	FF_16715	FF	10	18234	18237	0.000000	0.452000
18238	FF_16716	FF	10	18234	18238	0.000000	0.452000
18239	BUF_9421+FF_16717	BUF+FF	9	18228	18239+18240	0.039000	0.452000
18241	BUF_9422	BUF	9	18228	18241	0.039000	0.452000
18242	FF_16718	FF	10	18241	18242	0.000000	0.452000
18243	FF_16719	FF	10	18241	18243	0.000000	0.452000
18244	FF_16720	FF	10	18241	18244	0.000000	0.452000
18245	FF_16721	FF	10	18241	18245	0.000000	0.452000
18246	FF_16722	FF	10	18241	18246	0.000000	0.452000
18247	BUF_3214	BUF	8	18207	18247	0.063000	0.413000
18248	BUF_9423	BUF	9	18247	18248	0.020000	0.433000
18249	FF_16723	FF	10	18248	18249	0.000000	0.433000
18250	FF_16724	FF	10	18248	18250	0.000000	0.433000
18251	FF_16725	FF	10	18248	18251	0.000000	0.433000
18252	FF_16726	FF	10	18248	18252	0.000000	0.433000
18253	BUF_9424	BUF	9	18247	18253	0.020000	0.433000
18254	FF_16727	FF	10	18253	18254	0.000000	0.433000
18255	FF_16728	FF	10	18253	18255	0.000000	0.433000
18256	FF_16729	FF	10	18253	18256	0.000000	0.433000
18257	FF_16730	FF	10	18253	18257	0.000000	0.433000
18258	FF_3275	FF	9	18247	18258	0.000000	0.413000
18259	BUF_3215	BUF	8	18207	18259	0.063000	0.413000
18260	BUF_9425	BUF	9	18259	18260	0.063000	0.476000
18261	FF_16731	FF	10	18260	18261	0.000000	0.476000
18262	FF_16732	FF	10	18260	18262	0.000000	0.476000
18263	BUF_9426	BUF	9	18259	18263	0.063000	0.476000
18264	FF_16733	FF	10	18263	18264	0.000000	0.476000
18265	FF_16734	FF	10	18263	18265	0.000000	0.476000
18266	FF_16735	FF	10	18263	18266	0.000000	0.476000
18267	FF_16736	FF	10	18263	18267	0.000000	0.476000
18268	BUF_9427	BUF	9	18259	18268	0.063000	0.476000
18269	FF_16737	FF	10	18268	18269	0.000000	0.476000
18270	FF_16738	FF	10	18268	18270	0.000000	0.476000
18271	FF_16739	FF	10	18268	18271	0.000000	0.476000
18272	BUF_9428	BUF	9	18259	18272	0.063000	0.476000
18273	FF_16740	FF	10	18272	18273	0.000000	0.476000
18274	FF_16741	FF	10	18272	18274	0.000000	0.476000
18275	FF_16742	FF	10	18272	18275	0.000000	0.476000
18276	BUF_9429	BUF	9	18259	18276	0.063000	0.476000
18277	FF_16743	FF	10	18276	18277	0.000000	0.476000
18278	FF_16744	FF	10	18276	18278	0.000000	0.476000
18279	FF_16745	FF	10	18276	18279	0.000000	0.476000
18280	FF_16746	FF	10	18276	18280	0.000000	0.476000
18281	BUF_3216	BUF	8	18207	18281	0.063000	0.413000
18282	BUF_9430	BUF	9	18281	18282	0.063000	0.476000
18283	FF_16747	FF	10	18282	18283	0.000000	0.476000
18284	FF_16748	FF	10	18282	18284	0.000000	0.476000
18285	FF_16749	FF	10	18282	18285	0.000000	0.476000
18286	FF_3276	FF	9	18281	18286	0.000000	0.413000
18287	FF_3277	FF	9	18281	18287	0.000000	0.413000
18288	FF_3278	FF	9	18281	18288	0.000000	0.413000
18289	FF_3279	FF	9	18281	18289	0.000000	0.413000
18290	BUF_1094	BUF	7	18100	18290	0.063000	0.350000
18291	BUF_3217	BUF	8	18290	18291	0.063000	0.413000
18292	BUF_9431	BUF	9	18291	18292	0.063000	0.476000
18293	FF_16750	FF	10	18292	18293	0.000000	0.476000
18294	FF_16751	FF	10	18292	18294	0.000000	0.476000
18295	FF_16752	FF	10	18292	18295	0.000000	0.476000
18296	FF_16753	FF	10	18292	18296	0.000000	0.476000
18297	FF_16754	FF	10	18292	18297	0.000000	0.476000
18298	BUF_9432+FF_16755	BUF+FF	9	18291	18298+18299	0.063000	0.476000
18300	BUF_9433+FF_16756	BUF+FF	9	18291	18300+18301	0.063000	0.476000
18302	BUF_9434	BUF	9	18291	18302	0.063000	0.476000
18303	FF_16757	FF	10	18302	18303	0.000000	0.476000
18304	FF_16758	FF	10	18302	18304	0.000000	0.476000
18305	FF_16759	FF	10	18302	18305	0.000000	0.476000
18306	FF_16760	FF	10	18302	18306	0.000000	0.476000
18307	BUF_9435	BUF	9	18291	18307	0.063000	0.476000
18308	FF_16761	FF	10	18307	18308	0.000000	0.476000
18309	FF_16762	FF	10	18307	18309	0.000000	0.476000
18310	FF_16763	FF	10	18307	18310	0.000000	0.476000
18311	FF_16764	FF	10	18307	18311	0.000000	0.476000
18312	FF_16765	FF	10	18307	18312	0.000000	0.476000
18313	BUF_3218	BUF	8	18290	18313	0.063000	0.413000
18314	BUF_9436+FF_16766	BUF+FF	9	18313	18314+18315	0.063000	0.476000
