path_lp_idx	path_design_idx	launch_name	capture_name	launch_ff_idx	capture_ff_idx	data_ss	data_ff	slack_ss_x0	slack_ff_x0
1210	1210	FF_1189	FF_1207	1132	1159	0.170200000	0.165400000	0.120800000	0.146500000
1211	1211	FF_203	FF_1197	1425	1146	0.175700000	0.196300000	0.088300000	0.188000000
1212	1212	FF_1046	FF_217	965	6	0.202100000	0.216300000	-0.012100000	0.241700000
1213	1213	FF_1492	FF_217	1484	6	0.183200000	0.150200000	-0.019200000	0.187600000
1214	1214	FF_28	FF_1208	573	1160	0.154100000	0.230400000	0.215900000	0.165600000
1215	1215	FF_287	FF_1208	87	1160	0.207600000	0.189500000	0.098400000	0.160900000
1216	1216	FF_888	FF_1208	785	1160	0.202800000	0.159900000	-0.053800000	0.204200000
1217	1217	FF_393	FF_1208	198	1160	0.215500000	0.183600000	0.032500000	0.181800000
1218	1218	FF_680	FF_1208	519	1160	0.236500000	0.206300000	-0.070500000	0.237700000
1219	1219	FF_1149	FF_1208	1087	1160	0.192100000	0.209300000	0.031900000	0.218600000
1220	1220	FF_1219	FF_1208	1171	1160	0.165100000	0.236000000	0.060900000	0.245700000
1221	1221	FF_173	FF_1208	1118	1160	0.245000000	0.223200000	0.047000000	0.198900000
1222	1222	FF_417	FF_1208	223	1160	0.243200000	0.155400000	-0.058200000	0.181100000
1223	1223	FF_993	FF_1198	903	1147	0.232400000	0.245200000	-0.059400000	0.280500000
1224	1224	FF_1442	FF_218	1433	10	0.192400000	0.161000000	0.011600000	0.179400000
1225	1225	FF_328	FF_218	130	10	0.231600000	0.201900000	0.027400000	0.194000000
1226	1226	FF_326	FF_218	128	10	0.229400000	0.249700000	0.029600000	0.241800000
1227	1227	FF_594	FF_218	426	10	0.163300000	0.167300000	0.138700000	0.138300000
1228	1228	FF_765	FF_218	629	10	0.232600000	0.193600000	0.001400000	0.194400000
1229	1229	FF_1407	FF_218	1393	10	0.221500000	0.222000000	0.026500000	0.220200000
1230	1230	FF_1163	FF_218	1101	10	0.172400000	0.246700000	0.080600000	0.242300000
1231	1231	FF_92	FF_218	287	10	0.163800000	0.158100000	0.106200000	0.142400000
1232	1232	FF_252	FF_218	49	10	0.236000000	0.177900000	0.035000000	0.164100000
1233	1233	FF_1020	FF_218	932	10	0.224600000	0.226500000	-0.038600000	0.253500000
1234	1234	FF_264	FF_1210	63	1162	0.252100000	0.250700000	0.091900000	0.204000000
1235	1235	FF_281	FF_1209	81	1161	0.220300000	0.170600000	0.077700000	0.145600000
1236	1236	FF_1386	FF_1209	1367	1161	0.201400000	0.196500000	0.049600000	0.191900000
1237	1237	FF_1203	FF_1209	1152	1161	0.182500000	0.220400000	0.110500000	0.196200000
1238	1238	FF_415	FF_1209	221	1161	0.242700000	0.243700000	-0.086700000	0.280900000
1239	1239	FF_630	FF_1199	464	1148	0.191200000	0.193200000	0.002800000	0.211600000
1240	1240	FF_135	FF_219	697	11	0.230900000	0.169100000	0.036100000	0.152200000
1241	1241	FF_617	FF_219	451	11	0.220800000	0.203900000	0.023200000	0.197500000
1242	1242	FF_32	FF_219	714	11	0.251900000	0.151500000	0.109100000	0.093500000
1243	1243	FF_127	FF_219	647	11	0.220600000	0.192700000	0.035400000	0.183400000
1244	1244	FF_324	FF_219	126	11	0.230600000	0.191400000	0.033400000	0.181400000
1245	1245	FF_639	FF_219	473	11	0.215700000	0.193600000	0.017300000	0.192100000
1246	1246	FF_107	FF_219	513	11	0.204900000	0.186800000	0.055100000	0.170900000
1247	1247	FF_685	FF_219	524	11	0.254600000	0.230400000	-0.103600000	0.266300000
1248	1248	FF_31	FF_219	598	11	0.172300000	0.173600000	0.175700000	0.116700000
1249	1249	FF_1388	FF_219	1369	11	0.247800000	0.231200000	-0.042800000	0.247100000
1250	1250	FF_500	FF_220	320	12	0.203700000	0.153200000	0.070300000	0.139500000
1251	1251	FF_1069	FF_1211	992	1163	0.222600000	0.207100000	0.065400000	0.181000000
1252	1252	FF_743	FF_1211	602	1163	0.171700000	0.171000000	0.097300000	0.156000000
1253	1253	FF_302	FF_1211	103	1163	0.221300000	0.177300000	0.081700000	0.149900000
1254	1254	FF_606	FF_1211	440	1163	0.232500000	0.228300000	0.067500000	0.194600000
1255	1255	FF_806	FF_1211	675	1163	0.150100000	0.243700000	0.064900000	0.254500000
1256	1256	FF_934	FF_1211	841	1163	0.150300000	0.228500000	0.139700000	0.208000000
1257	1257	FF_1187	FF_1211	1130	1163	0.193400000	0.209400000	0.137600000	0.168800000
1258	1258	FF_358	FF_1211	160	1163	0.156000000	0.250500000	0.157000000	0.218800000
1259	1259	FF_59	FF_1211	1143	1163	0.163300000	0.215700000	0.292700000	0.113800000
1260	1260	FF_602	FF_1211	434	1163	0.251800000	0.201300000	0.103200000	0.148000000
1261	1261	FF_6	FF_221	707	13	0.180500000	0.180500000	0.259500000	0.084700000
1262	1262	FF_1463	FF_221	1455	13	0.217500000	0.168200000	0.067500000	0.147200000
1263	1263	FF_1251	FF_221	1210	13	0.182500000	0.238500000	0.101500000	0.216900000
1264	1264	FF_1262	FF_221	1224	13	0.209100000	0.225600000	0.118900000	0.183700000
1265	1265	FF_1234	FF_221	1193	13	0.245300000	0.160400000	-0.004300000	0.158800000
1266	1266	FF_1208	FF_221	1160	13	0.215300000	0.213200000	0.078700000	0.188100000
1267	1267	FF_39	FF_221	757	13	0.204800000	0.252700000	0.168200000	0.188200000
1268	1268	FF_568	FF_221	390	13	0.163600000	0.230900000	0.084400000	0.227300000
1269	1269	FF_1031	FF_221	945	13	0.198000000	0.235700000	0.026000000	0.242300000
1270	1270	FF_1020	FF_221	932	13	0.217400000	0.221400000	-0.011400000	0.239400000
1271	1271	FF_25	FF_1212	547	1164	0.196100000	0.244300000	0.227900000	0.153200000
1272	1272	FF_390	FF_1212	195	1164	0.166300000	0.185300000	0.142700000	0.153900000
1273	1273	FF_554	FF_222	374	14	0.170800000	0.248400000	0.044200000	0.259800000
1274	1274	FF_460	FF_222	275	14	0.160700000	0.164900000	0.084300000	0.161000000
1275	1275	FF_778	FF_222	642	14	0.188000000	0.189900000	0.010000000	0.209500000
1276	1276	FF_533	FF_222	353	14	0.185400000	0.225400000	0.037600000	0.233200000
1277	1277	FF_714	FF_222	563	14	0.221100000	0.181000000	0.048900000	0.162800000
1278	1278	FF_345	FF_222	147	14	0.231900000	0.187500000	0.029100000	0.179500000
1279	1279	FF_1499	FF_222	1495	14	0.227500000	0.206600000	0.043500000	0.190800000
1280	1280	FF_400	FF_222	205	14	0.235400000	0.185800000	-0.071400000	0.217200000
1281	1281	FF_1198	FF_222	1147	14	0.185200000	0.250800000	0.095800000	0.229800000
1282	1282	FF_52	FF_222	1022	14	0.250500000	0.202400000	0.080500000	0.155000000
1283	1283	FF_228	FF_1213	20	1165	0.188300000	0.160100000	0.150700000	0.116500000
1284	1284	FF_215	FF_223	4	15	0.238800000	0.190700000	0.084200000	0.151800000
1285	1285	FF_35	FF_223	722	15	0.182900000	0.205300000	0.199100000	0.137700000
1286	1286	FF_23	FF_1214	398	1166	0.220400000	0.221100000	0.222600000	0.126000000
1287	1287	FF_383	FF_1214	188	1166	0.229000000	0.176100000	0.055000000	0.154900000
1288	1288	FF_275	FF_224	75	16	0.202900000	0.251200000	0.090100000	0.226000000
1289	1289	FF_1039	FF_224	956	16	0.164500000	0.208100000	0.027500000	0.228200000
1290	1290	FF_1163	FF_224	1101	16	0.194500000	0.169900000	0.068500000	0.160800000
1291	1291	FF_1481	FF_224	1473	16	0.196400000	0.212300000	0.065600000	0.202100000
1292	1292	FF_1061	FF_224	983	16	0.213400000	0.186400000	0.022600000	0.186300000
1293	1293	FF_1497	FF_224	1489	16	0.227400000	0.243700000	0.011600000	0.244600000
1294	1294	FF_315	FF_224	116	16	0.227100000	0.237500000	0.035900000	0.228400000
1295	1295	FF_1038	FF_224	955	16	0.201500000	0.177600000	-0.009500000	0.197700000
1296	1296	FF_927	FF_224	830	16	0.181800000	0.248600000	0.043200000	0.258100000
1297	1297	FF_338	FF_224	140	16	0.243400000	0.196700000	-0.022400000	0.205100000
1298	1298	FF_1501	FF_1215	1497	1167	0.174900000	0.185500000	0.177100000	0.134300000
1299	1299	FF_1422	FF_1215	1411	1167	0.202300000	0.166400000	0.060700000	0.157500000
1300	1300	FF_1121	FF_225	1057	17	0.251300000	0.222800000	0.023700000	0.203800000
1301	1301	FF_242	FF_1216	38	1168	0.164200000	0.210200000	0.210800000	0.151000000
1302	1302	FF_810	FF_226	679	18	0.213200000	0.235700000	0.000800000	0.246600000
1303	1303	FF_332	FF_1217	134	1169	0.244500000	0.191700000	0.052500000	0.165500000
1304	1304	FF_567	FF_1217	389	1169	0.227600000	0.255000000	0.052400000	0.236800000
1305	1305	FF_746	FF_1217	609	1169	0.169000000	0.252600000	0.082000000	0.245200000
1306	1306	FF_558	FF_1217	379	1169	0.194700000	0.252600000	0.129300000	0.214400000
1307	1307	FF_1267	FF_227	1229	19	0.220900000	0.188900000	0.045100000	0.174000000
1308	1308	FF_902	FF_227	800	19	0.191100000	0.169800000	0.017900000	0.186500000
1309	1309	FF_710	FF_1218	559	1170	0.164600000	0.189100000	0.130400000	0.160900000
1310	1310	FF_267	FF_228	67	20	0.169900000	0.159800000	0.089100000	0.153000000
1311	1311	FF_85	FF_1220	239	1172	0.152100000	0.173400000	0.239900000	0.101600000
1312	1312	FF_1012	FF_1220	924	1172	0.178600000	0.209400000	0.060400000	0.212600000
1313	1313	FF_1103	FF_1220	1034	1172	0.231400000	0.208200000	0.013600000	0.206800000
1314	1314	FF_712	FF_1220	561	1172	0.218900000	0.246000000	0.099100000	0.206300000
1315	1315	FF_852	FF_1220	738	1172	0.197400000	0.235200000	0.068600000	0.223300000
1316	1316	FF_1441	FF_1220	1432	1172	0.241400000	0.210900000	0.014600000	0.205700000
1317	1317	FF_1291	FF_1220	1261	1172	0.177200000	0.160500000	0.087800000	0.150500000
1318	1318	FF_1223	FF_1220	1175	1172	0.218800000	0.240900000	0.067200000	0.221700000
1319	1319	FF_342	FF_1220	144	1172	0.237700000	0.166400000	0.065300000	0.139500000
1320	1320	FF_1081	FF_1220	1005	1172	0.221300000	0.204600000	0.061700000	0.183300000
1321	1321	FF_1490	FF_1219	1482	1171	0.181500000	0.220200000	0.039500000	0.227600000
1322	1322	FF_59	FF_1219	1143	1171	0.229000000	0.203000000	0.216000000	0.106100000
1323	1323	FF_588	FF_229	420	21	0.221800000	0.168300000	0.139200000	0.110100000
1324	1324	FF_1079	FF_230	1003	22	0.185100000	0.184400000	0.047900000	0.185400000
1325	1325	FF_266	FF_1221	65	1173	0.163100000	0.152200000	0.119900000	0.131300000
1326	1326	FF_1185	FF_1221	1126	1173	0.243300000	0.197500000	0.056700000	0.169900000
1327	1327	FF_550	FF_231	370	23	0.209300000	0.245500000	-0.000300000	0.259400000
1328	1328	FF_51	FF_1222	1021	1174	0.239300000	0.195200000	0.123700000	0.133100000
1329	1329	FF_805	FF_1222	674	1174	0.206300000	0.179400000	-0.004300000	0.195800000
1330	1330	FF_240	FF_1222	36	1174	0.200500000	0.233200000	0.125500000	0.194700000
1331	1331	FF_972	FF_232	880	24	0.212600000	0.236500000	-0.032600000	0.263700000
1332	1332	FF_43	FF_1223	906	1175	0.151700000	0.237700000	0.202300000	0.181500000
1333	1333	FF_141	FF_233	733	25	0.199800000	0.185200000	0.085200000	0.163700000
1334	1334	FF_170	FF_233	1051	25	0.162200000	0.206500000	0.095800000	0.195900000
1335	1335	FF_112	FF_1224	541	1176	0.216200000	0.235500000	0.046800000	0.216400000
1336	1336	FF_512	FF_234	332	30	0.244600000	0.206900000	0.031400000	0.192900000
1337	1337	FF_1340	FF_1225	1314	1177	0.199000000	0.169600000	0.032000000	0.170200000
1338	1338	FF_1376	FF_235	1356	31	0.158400000	0.151200000	0.174600000	0.108200000
1339	1339	FF_756	FF_235	619	31	0.204700000	0.231100000	-0.012700000	0.251700000
1340	1340	FF_594	FF_1226	426	1178	0.233100000	0.165800000	0.110900000	0.117400000
1341	1341	FF_1098	FF_1226	1029	1178	0.227400000	0.219900000	0.006600000	0.222900000
1342	1342	FF_841	FF_1226	725	1178	0.158600000	0.223900000	0.093400000	0.220100000
1343	1343	FF_692	FF_1226	531	1178	0.173400000	0.188100000	0.029600000	0.200300000
1344	1344	FF_1288	FF_1226	1258	1178	0.215300000	0.221600000	0.039700000	0.215800000
1345	1345	FF_1305	FF_1226	1277	1178	0.218700000	0.226800000	0.057300000	0.211800000
1346	1346	FF_1160	FF_1226	1098	1178	0.153600000	0.225200000	0.141400000	0.201400000
1347	1347	FF_601	FF_1226	433	1178	0.244600000	0.182300000	0.089400000	0.138200000
1348	1348	FF_529	FF_1226	349	1178	0.214300000	0.239500000	0.060700000	0.223600000
1349	1349	FF_1007	FF_1226	919	1178	0.186100000	0.193800000	0.065900000	0.190100000
1350	1350	FF_999	FF_236	911	32	0.189800000	0.175700000	0.007200000	0.197700000
1351	1351	FF_422	FF_236	228	32	0.161700000	0.254800000	0.027300000	0.278200000
1352	1352	FF_938	FF_1227	845	1179	0.196500000	0.192100000	0.106500000	0.166500000
1353	1353	FF_83	FF_1227	236	1179	0.205200000	0.211400000	0.165800000	0.150400000
1354	1354	FF_443	FF_1227	258	1179	0.222800000	0.228200000	0.046200000	0.216500000
1355	1355	FF_1089	FF_1227	1014	1179	0.232400000	0.162100000	0.014600000	0.153300000
1356	1356	FF_867	FF_237	761	33	0.227600000	0.154300000	0.005400000	0.156700000
1357	1357	FF_308	FF_237	109	33	0.219700000	0.222700000	0.036300000	0.218400000
1358	1358	FF_623	FF_237	457	33	0.167100000	0.201400000	0.042900000	0.210200000
1359	1359	FF_1501	FF_237	1497	33	0.248400000	0.196400000	0.018600000	0.184100000
1360	1360	FF_1215	FF_237	1167	33	0.232900000	0.234900000	-0.041900000	0.258800000
1361	1361	FF_533	FF_237	353	33	0.241200000	0.222300000	-0.022200000	0.233600000
1362	1362	FF_964	FF_237	871	33	0.219800000	0.190500000	-0.033800000	0.216100000
1363	1363	FF_433	FF_237	243	33	0.234100000	0.254100000	0.022900000	0.247300000
1364	1364	FF_1219	FF_237	1171	33	0.224200000	0.193200000	0.005800000	0.200600000
1365	1365	FF_409	FF_237	214	33	0.230200000	0.224800000	-0.070200000	0.259700000
1366	1366	FF_701	FF_1228	550	1180	0.226700000	0.228200000	0.092300000	0.189900000
1367	1367	FF_515	FF_1228	335	1180	0.155000000	0.192600000	0.151000000	0.163200000
1368	1368	FF_449	FF_238	264	34	0.170400000	0.228100000	0.005600000	0.257600000
1369	1369	FF_380	FF_238	185	34	0.182600000	0.203400000	0.058400000	0.204300000
1370	1370	FF_1248	FF_238	1207	34	0.197600000	0.196800000	0.064400000	0.185500000
1371	1371	FF_1347	FF_1230	1321	1182	0.182700000	0.214500000	0.116300000	0.187200000
1372	1372	FF_1327	FF_1230	1299	1182	0.229000000	0.200300000	0.078000000	0.169600000
1373	1373	FF_895	FF_1230	793	1182	0.204900000	0.179900000	0.057100000	0.173800000
1374	1374	FF_70	FF_1230	8	1182	0.158900000	0.252600000	0.280100000	0.160000000
1375	1375	FF_1216	FF_1230	1168	1182	0.202800000	0.214800000	0.052200000	0.209000000
1376	1376	FF_1148	FF_1230	1086	1182	0.160200000	0.177300000	0.131800000	0.154600000
1377	1377	FF_208	FF_1230	1494	1182	0.190200000	0.185700000	0.176800000	0.126800000
1378	1378	FF_1399	FF_1230	1382	1182	0.180000000	0.207300000	0.101000000	0.191400000
1379	1379	FF_410	FF_1230	215	1182	0.221000000	0.206800000	0.035000000	0.199200000
1380	1380	FF_313	FF_1230	114	1182	0.200600000	0.254400000	0.109400000	0.224700000
1381	1381	FF_690	FF_1229	529	1181	0.189600000	0.249400000	0.012400000	0.261600000
1382	1382	FF_1303	FF_239	1275	35	0.157300000	0.172200000	0.028700000	0.197100000
1383	1383	FF_320	FF_239	122	35	0.153700000	0.153400000	0.097300000	0.149600000
1384	1384	FF_492	FF_239	312	35	0.239900000	0.172100000	0.016100000	0.166800000
1385	1385	FF_895	FF_239	793	35	0.218800000	0.231700000	-0.034800000	0.260600000
1386	1386	FF_79	FF_239	171	35	0.248300000	0.175100000	0.111700000	0.115100000
1387	1387	FF_129	FF_239	658	35	0.236500000	0.187800000	0.022500000	0.177600000
1388	1388	FF_891	FF_239	788	35	0.199500000	0.198200000	-0.040500000	0.236500000
1389	1389	FF_259	FF_239	56	35	0.180800000	0.249400000	0.082200000	0.239700000
1390	1390	FF_517	FF_239	337	35	0.218400000	0.197100000	0.009600000	0.202700000
1391	1391	FF_1041	FF_239	960	35	0.212400000	0.192700000	-0.012400000	0.210500000
1392	1392	FF_1472	FF_240	1464	36	0.236800000	0.244900000	-0.043800000	0.268700000
1393	1393	FF_70	FF_1231	8	1190	0.229400000	0.198900000	0.223600000	0.103300000
1394	1394	FF_560	FF_1231	381	1190	0.169700000	0.210900000	0.205300000	0.154900000
1395	1395	FF_710	FF_1231	559	1190	0.150600000	0.174900000	0.176400000	0.136400000
1396	1396	FF_334	FF_241	136	37	0.172100000	0.219100000	0.030900000	0.236300000
1397	1397	FF_1425	FF_1232	1414	1191	0.242900000	0.168500000	0.055100000	0.147500000
1398	1398	FF_1270	FF_1232	1238	1191	0.174500000	0.239900000	0.157500000	0.201500000
1399	1399	FF_25	FF_1232	547	1191	0.158900000	0.231800000	0.286100000	0.135400000
1400	1400	FF_905	FF_242	804	38	0.161400000	0.200000000	0.010600000	0.232000000
1401	1401	FF_455	FF_242	270	38	0.182600000	0.246100000	-0.001600000	0.273700000
1402	1402	FF_507	FF_1233	327	1192	0.152700000	0.185100000	0.206300000	0.136200000
1403	1403	FF_469	FF_1233	285	1192	0.158900000	0.190400000	0.126100000	0.174600000
1404	1404	FF_998	FF_243	910	39	0.216900000	0.239300000	-0.033900000	0.266600000
1405	1405	FF_271	FF_243	71	39	0.206400000	0.229100000	0.036600000	0.228900000
1406	1406	FF_930	FF_1234	837	1193	0.211200000	0.229200000	0.081800000	0.209900000
1407	1407	FF_123	FF_1234	605	1193	0.192400000	0.254100000	0.157600000	0.202500000
1408	1408	FF_1117	FF_1234	1048	1193	0.187500000	0.158600000	0.010500000	0.179100000
1409	1409	FF_265	FF_1234	64	1193	0.242600000	0.209800000	0.053400000	0.185900000
1410	1410	FF_159	FF_1234	882	1193	0.176000000	0.189200000	0.102000000	0.172800000
1411	1411	FF_1259	FF_1234	1221	1193	0.241300000	0.156000000	0.121700000	0.100700000
1412	1412	FF_463	FF_1234	279	1193	0.222600000	0.211100000	0.079400000	0.182300000
1413	1413	FF_1194	FF_1234	1137	1193	0.167700000	0.208000000	0.156300000	0.173400000
1414	1414	FF_507	FF_1234	327	1193	0.177900000	0.204300000	0.152100000	0.166900000
1415	1415	FF_69	FF_1234	7	1193	0.177400000	0.249100000	0.246600000	0.165000000
1416	1416	FF_753	FF_244	616	40	0.186200000	0.154200000	0.012800000	0.170900000
1417	1417	FF_310	FF_244	111	40	0.162200000	0.180700000	0.069800000	0.186000000
1418	1418	FF_493	FF_1235	313	1194	0.159000000	0.186700000	0.160000000	0.154900000
1419	1419	FF_542	FF_1235	362	1194	0.235600000	0.192700000	-0.007600000	0.199200000
1420	1420	FF_1486	FF_245	1478	41	0.233900000	0.222600000	-0.045900000	0.247000000
1421	1421	FF_566	FF_245	388	41	0.219400000	0.195600000	-0.004400000	0.207200000
1422	1422	FF_700	FF_1236	542	1195	0.219700000	0.213700000	0.064300000	0.193500000
1423	1423	FF_1111	FF_1236	1042	1195	0.158300000	0.185400000	0.071700000	0.193100000
1424	1424	FF_522	FF_246	342	43	0.224800000	0.223000000	-0.009800000	0.235500000
1425	1425	FF_903	FF_246	801	43	0.175700000	0.217500000	0.016300000	0.243000000
1426	1426	FF_259	FF_1237	56	1196	0.193600000	0.210000000	0.132400000	0.173800000
1427	1427	FF_825	FF_247	698	44	0.171300000	0.196900000	0.065700000	0.196300000
1428	1428	FF_736	FF_1238	589	1197	0.231100000	0.223300000	-0.025100000	0.236800000
1429	1429	FF_796	FF_1238	665	1197	0.151700000	0.233700000	0.055300000	0.250700000
1430	1430	FF_1471	FF_248	1463	45	0.232100000	0.214700000	-0.027100000	0.233600000
1431	1431	FF_165	FF_248	959	45	0.152500000	0.190600000	0.072500000	0.194800000
1432	1432	FF_387	FF_248	192	45	0.171000000	0.188300000	0.068000000	0.189600000
1433	1433	FF_1094	FF_248	1024	45	0.217700000	0.150600000	-0.008700000	0.165900000
1434	1434	FF_989	FF_248	899	45	0.192900000	0.235500000	-0.023900000	0.270000000
1435	1435	FF_1459	FF_248	1450	45	0.176900000	0.235500000	0.031100000	0.251000000
1436	1436	FF_1356	FF_248	1330	45	0.149600000	0.207400000	0.038400000	0.228900000
1437	1437	FF_623	FF_248	457	45	0.174100000	0.224000000	0.022900000	0.238100000
1438	1438	FF_855	FF_248	743	45	0.195900000	0.193500000	0.040100000	0.197900000
1439	1439	FF_823	FF_248	695	45	0.209900000	0.212300000	-0.005900000	0.227000000
1440	1440	FF_386	FF_1240	191	1199	0.153400000	0.223200000	0.118600000	0.210100000
1441	1441	FF_479	FF_1240	298	1199	0.203100000	0.180000000	0.059900000	0.172800000
1442	1442	FF_1084	FF_1240	1008	1199	0.158300000	0.191700000	0.117700000	0.176300000
1443	1443	FF_595	FF_1240	427	1199	0.190900000	0.169400000	0.166100000	0.118000000
1444	1444	FF_681	FF_1240	520	1199	0.206800000	0.184200000	0.002200000	0.196800000
1445	1445	FF_1161	FF_1240	1099	1199	0.232200000	0.219700000	0.065800000	0.197600000
1446	1446	FF_1215	FF_1240	1167	1199	0.220100000	0.243400000	0.009900000	0.250800000
1447	1447	FF_1075	FF_1240	999	1199	0.216600000	0.154600000	0.040400000	0.146700000
1448	1448	FF_242	FF_1240	38	1199	0.177800000	0.165200000	0.151200000	0.128400000
1449	1449	FF_1133	FF_1240	1069	1199	0.208700000	0.232300000	0.149300000	0.176900000
1450	1450	FF_120	FF_1239	595	1198	0.186600000	0.243800000	0.157400000	0.194000000
1451	1451	FF_457	FF_249	272	46	0.232400000	0.155500000	-0.016400000	0.169100000
1452	1452	FF_341	FF_249	143	46	0.246200000	0.165300000	0.031800000	0.152100000
1453	1453	FF_337	FF_249	139	46	0.173400000	0.199800000	0.064600000	0.203000000
1454	1454	FF_627	FF_249	461	46	0.250900000	0.212700000	0.019100000	0.196600000
1455	1455	FF_392	FF_249	197	46	0.215700000	0.236700000	0.057300000	0.223900000
1456	1456	FF_932	FF_249	839	46	0.228700000	0.249700000	0.036300000	0.242900000
1457	1457	FF_1067	FF_249	990	46	0.162500000	0.161800000	0.089500000	0.154400000
1458	1458	FF_82	FF_249	217	46	0.193800000	0.219900000	0.095200000	0.196100000
1459	1459	FF_1259	FF_249	1221	46	0.185400000	0.191800000	0.149600000	0.149000000
1460	1460	FF_1406	FF_249	1389	46	0.221300000	0.232000000	-0.002300000	0.244300000
1461	1461	FF_1410	FF_250	1399	47	0.150500000	0.222400000	0.058500000	0.239400000
1462	1462	FF_750	FF_250	613	47	0.178900000	0.194800000	0.054100000	0.197700000
1463	1463	FF_1274	FF_1241	1242	1200	0.230300000	0.232300000	0.032700000	0.221800000
1464	1464	FF_161	FF_251	905	48	0.151800000	0.239800000	0.097200000	0.235400000
1465	1465	FF_317	FF_251	118	48	0.169200000	0.170100000	0.088800000	0.164500000
1466	1466	FF_875	FF_251	769	48	0.201500000	0.222000000	0.031500000	0.224200000
1467	1467	FF_434	FF_251	244	48	0.228000000	0.157500000	0.028000000	0.150700000
1468	1468	FF_144	FF_251	745	48	0.211200000	0.230300000	0.092800000	0.201900000
1469	1469	FF_61	FF_251	1157	48	0.171200000	0.237400000	0.220800000	0.165700000
1470	1470	FF_541	FF_251	361	48	0.182100000	0.196100000	-0.004100000	0.223800000
1471	1471	FF_1228	FF_251	1180	48	0.201700000	0.208000000	0.009300000	0.222700000
1472	1472	FF_1479	FF_251	1471	48	0.225200000	0.200200000	0.031800000	0.193500000
1473	1473	FF_88	FF_251	248	48	0.193900000	0.205900000	0.170100000	0.149100000
1474	1474	FF_1138	FF_1242	1074	1201	0.155400000	0.168600000	0.193600000	0.115800000
1475	1475	FF_990	FF_252	900	49	0.155100000	0.253200000	0.025900000	0.282400000
1476	1476	FF_817	FF_252	689	49	0.251000000	0.182100000	-0.024000000	0.186600000
1477	1477	FF_885	FF_252	782	49	0.199500000	0.216300000	-0.037500000	0.254000000
1478	1478	FF_1013	FF_252	925	49	0.227300000	0.210600000	-0.035300000	0.236200000
1479	1479	FF_50	FF_1243	1020	1202	0.162100000	0.231500000	0.170900000	0.186400000
1480	1480	FF_129	FF_1243	658	1202	0.182700000	0.186200000	0.096300000	0.169500000
1481	1481	FF_1161	FF_253	1099	50	0.170200000	0.227900000	0.087800000	0.222300000
1482	1482	FF_1058	FF_253	980	50	0.231000000	0.236600000	-0.000000000	0.240000000
1483	1483	FF_20	FF_1244	249	1203	0.208100000	0.222400000	0.207900000	0.141800000
1484	1484	FF_616	FF_1244	450	1203	0.168200000	0.199000000	0.066800000	0.199400000
1485	1485	FF_1265	FF_254	1227	51	0.195800000	0.210000000	0.065200000	0.198600000
1486	1486	FF_1371	FF_1245	1347	1204	0.204200000	0.171000000	0.074800000	0.156800000
1487	1487	FF_527	FF_255	347	52	0.230600000	0.252500000	0.037400000	0.242500000
1488	1488	FF_959	FF_255	866	52	0.199600000	0.242600000	0.009400000	0.261500000
1489	1489	FF_350	FF_1246	152	1205	0.227200000	0.231300000	0.045800000	0.220900000
1490	1490	FF_4	FF_1246	90	1205	0.165700000	0.175200000	0.305300000	0.067700000
1491	1491	FF_1482	FF_1246	1474	1205	0.253400000	0.193900000	0.010600000	0.186000000
1492	1492	FF_588	FF_1246	420	1205	0.237900000	0.170400000	0.128100000	0.113300000
1493	1493	FF_1260	FF_1246	1222	1205	0.217900000	0.156100000	0.092100000	0.125100000
1494	1494	FF_637	FF_1246	471	1205	0.155100000	0.233200000	0.102900000	0.223700000
1495	1495	FF_691	FF_1246	530	1205	0.207600000	0.202400000	-0.034600000	0.231600000
1496	1496	FF_509	FF_1246	329	1205	0.194400000	0.247800000	0.073600000	0.237900000
1497	1497	FF_402	FF_1246	207	1205	0.208700000	0.157300000	-0.042700000	0.191000000
1498	1498	FF_1467	FF_1246	1459	1205	0.152100000	0.157700000	0.031900000	0.186500000
1499	1499	FF_992	FF_256	902	53	0.189100000	0.224300000	-0.018100000	0.257600000
1500	1500	FF_1450	FF_256	1441	53	0.169700000	0.226200000	0.066300000	0.232400000
1501	1501	FF_427	FF_1247	233	1206	0.245500000	0.181100000	0.022500000	0.171200000
1502	1502	FF_514	FF_1247	334	1206	0.230100000	0.161700000	0.017900000	0.160800000
1503	1503	FF_470	FF_257	289	54	0.219900000	0.154100000	0.033100000	0.151100000
1504	1504	FF_1368	FF_257	1342	54	0.209000000	0.189100000	0.094000000	0.157500000
1505	1505	FF_50	FF_257	1020	54	0.160300000	0.246700000	0.195700000	0.190500000
1506	1506	FF_146	FF_257	747	54	0.215700000	0.188200000	0.118300000	0.147500000
1507	1507	FF_448	FF_257	263	54	0.203300000	0.235100000	0.001700000	0.252300000
1508	1508	FF_1203	FF_257	1152	54	0.199200000	0.173700000	0.126800000	0.134900000
1509	1509	FF_1284	FF_257	1254	54	0.225100000	0.206500000	0.043900000	0.197400000
1510	1510	FF_921	FF_257	822	54	0.208300000	0.181500000	-0.008300000	0.203300000
1511	1511	FF_368	FF_257	170	54	0.179400000	0.161200000	0.147600000	0.120800000
1512	1512	FF_272	FF_257	72	54	0.187100000	0.242500000	0.098900000	0.224700000
1513	1513	FF_820	FF_1248	692	1207	0.203100000	0.164700000	0.038900000	0.165500000
